['Time', '0: 2004-12-01', '1: 2008-09-05', '2: 2008-12-11', '3: 2009-01-14', '4: 2009-03-19', '5: 2010-09-15', '6: 2011-01-20', '7: 2012-03-06', '8: 2012-10-09', '9: 2012-11-14', '10: 2012-12-12', '11: 2013-12-12', '12: 2014-03-24', '13: 2015-05-27', '14: 2016-05-26', '15: 2017-09-15', '16: 2017-09-22', '17: 2018-02-19', '18: 2019-01-08', '19: 2019-05-22', '20: 2019-08-13', '21: 2021-04-06', '22: 2021-07-10', '23: 2021-08-15', '24: 2022-01-03', '25: 2022-05-25', '26: 2024-01-25', '27: 2024-02-09', '28: 2024-02-23', '29: 2024-02-28', '30: 2024-03-08', '31: 2024-12-26', '32: 1994-07-02', '33: 1997-08-13', '34: 1997-11-16', '35: 2021-02-20', '36: 2017-01-31', '37: 2018-10-10', '38: 2018-04-15', '39: 2018-01-28', '40: 2016-10-05', '41: 2016-01-28', '42: 2015-11-04', '43: 2015-03-27', '44: 2015-03-16', '45: 2011-12-07', 'Count']
['2000-03-11 12:29:28', "(POF,168.708,(r)) (H3,168.559,(c)) (conjunction,8.99')", '1', '2', '3', "(Mercury,333.366,(r)) (H7,273.405,(c)) (sextile,2.34')", '5', '6', '7', '8', '9', '10', '11', '12', '13', "(Saturn,43.342,(r)) (H10,43.311,(d)) (conjunction,1.83')", '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', "(Mars,21.466,(r)) (H3,201.417,(d)) (opposition,2.91')", "(Mars,21.466,(r)) (H3,201.464,(d)) (opposition,0.14')", '28', "(Mean_Node,121.333,(r)) (H4,181.371,(c)) (sextile,2.31')", '30', "(POF,168.708,(r)) (Uranus,348.625,(d)) (opposition,5.00')", '32', '33', "(H3,173.999,(r)) (Sun,353.928,(d)) (opposition,4.26')\n(Sun,351.242,(r)) (H3,171.329,(c)) (opposition,5.18')", '35', "(Jupiter,34.752,(r)) (H3,154.765,(c)) (trine,0.79')", "(H3,173.999,(r)) (Mercury,353.928,(d)) (opposition,4.26')\n(Venus,327.575,(r)) (POF,147.605,(c)) (opposition,1.85')", "(Mercury,333.366,(r)) (H3,153.426,(c)) (opposition,3.57')", '39', '40', '41', '42', '43', '44', '45', 13]
['2000-03-11 13:34:39', '0', '1', "(Jupiter,34.761,(r)) (H10,34.877,(c)) (conjunction,6.95')", '3', "(Jupiter,34.761,(r)) (H4,214.604,(c)) (opposition,9.46')", "(H3,193.128,(r)) (Mean_Node,133.058,(d)) (sextile,4.17')", '6', '7', "(Sun,351.287,(r)) (POF,171.219,(c)) (opposition,4.11')", '9', '10', '11', '12', "(Uranus,318.711,(r)) (H8,318.689,(c)) (conjunction,1.35')\n(H1,118.545,(r)) (Saturn,28.577,(c)) (square,1.91')", '14', '15', '16', "(Uranus,318.711,(r)) (H7,318.818,(d)) (conjunction,6.40')\n(H3,193.128,(r)) (Sun,12.994,(d)) (opposition,8.05')", "(Sun,351.287,(r)) (H3,171.410,(c)) (opposition,7.35')\n(H1,118.545,(r)) (Uranus,298.618,(c)) (opposition,4.35')", '19', '20', '21', '22', '23', '24', '25', '26', '27', "(POF,185.984,(r)) (H2,186.139,(d)) (conjunction,9.32')\n(H2,156.448,(r)) (Moon,36.436,(c)) (trine,0.69')", '29', '30', '31', '32', "(Mean_Node,121.330,(r)) (H1,121.301,(d)) (conjunction,1.76')\n(H1,118.545,(r)) (Mean_Node,118.582,(c)) (conjunction,2.19')", '34', '35', '36', '37', "(Mercury,333.350,(r)) (H3,213.395,(d)) (trine,2.70')\n(H3,193.128,(r)) (Sun,13.175,(d)) (opposition,2.79')", "(Uranus,318.711,(r)) (H1,138.746,(d)) (opposition,2.06')", "(H10,43.683,(r)) (Moon,43.609,(c)) (conjunction,4.40')", "(Venus,327.631,(r)) (H10,27.544,(c)) (sextile,5.17')", "(Moon,58.725,(r)) (H10,58.877,(d)) (conjunction,9.09')", '43', '44', '45', 20]
['2000-03-11 07:48:31', '0', '1', '2', '3', '4', '5', '6', '7', "(Mars,21.321,(r)) (H3,111.382,(d)) (square,3.68')", '9', '10', '11', '12', "(Venus,327.334,(r)) (H4,147.244,(d)) (opposition,5.39')\n(Moon,55.358,(r)) (H8,235.296,(c)) (opposition,3.74')", "(H8,248.670,(r)) (Moon,68.607,(d)) (opposition,3.72')", '15', '16', '17', "(Moon,55.358,(r)) (H1,55.526,(d)) (conjunction,10.10')", '19', '20', "(Mars,21.321,(r)) (H7,201.201,(c)) (opposition,7.21')", "(Mercury,333.438,(r)) (H10,333.566,(d)) (conjunction,7.68')\n(H10,311.995,(r)) (Mercury,312.085,(c)) (conjunction,5.44')", '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', "(Venus,327.334,(r)) (H1,57.325,(d)) (square,0.52')\n(Mars,21.321,(r)) (H1,21.308,(c)) (conjunction,0.74')", '36', "(Moon,55.358,(r)) (H1,55.317,(d)) (conjunction,2.45')", '38', '39', '40', "(H10,311.995,(r)) (Venus,312.088,(c)) (conjunction,5.63')", '42', '43', '44', "(H1,39.473,(r)) (Venus,339.454,(d)) (sextile,1.18')\n(H9,279.605,(r)) (Sun,339.538,(c)) (sextile,4.01')", 14]
['2000-03-11 11:17:28', '0', '1', '2', '3', '4', "(Uranus,318.706,(r)) (H10,18.639,(d)) (sextile,4.05')", '6', '7', "(H3,153.185,(r)) (Uranus,333.135,(d)) (opposition,2.97')", "(H9,333.185,(r)) (Uranus,333.248,(d)) (conjunction,3.79')", "(H9,333.185,(r)) (Uranus,333.335,(d)) (conjunction,9.04')", "(Pluto,252.897,(r)) (H1,73.034,(c)) (opposition,8.20')\n(H10,7.440,(r)) (Mars,7.306,(c)) (conjunction,8.07')", '12', '13', '14', "(Sun,351.192,(r)) (POF,171.123,(d)) (opposition,4.16')", '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', "(Jupiter,34.742,(r)) (H2,94.669,(c)) (sextile,4.39')", '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', "(H3,153.185,(r)) (Sun,333.077,(c)) (opposition,6.49')", "(Sun,351.192,(r)) (H3,171.198,(d)) (opposition,0.37')", '42', "(Sun,351.192,(r)) (H10,351.298,(c)) (conjunction,6.33')", "(Sun,351.192,(r)) (H10,351.330,(c)) (conjunction,8.26')", "(H10,7.440,(r)) (Moon,67.439,(d)) (sextile,0.06')", 13]
['2000-03-11 12:45:20', "(H1,105.769,(r)) (Sun,345.745,(c)) (trine,1.43')", '1', '2', "(H4,210.992,(r)) (Mars,30.949,(d)) (opposition,2.56')", '4', '5', '6', '7', '8', '9', '10', '11', '12', "(Mean_Node,121.332,(r)) (H1,121.393,(d)) (conjunction,3.66')\n(H1,105.769,(r)) (Mean_Node,105.943,(c)) (conjunction,10.43')", '14', "(Uranus,318.709,(r)) (H3,198.789,(d)) (trine,4.75')\n(POF,172.761,(r)) (Mercury,352.776,(d)) (opposition,0.91')", '16', '17', '18', "(Neptune,305.689,(r)) (H1,125.759,(d)) (opposition,4.16')", "(H9,358.662,(r)) (Pluto,268.704,(d)) (square,2.53')\n(H1,105.769,(r)) (Neptune,285.730,(c)) (opposition,2.34')", '21', '22', '23', '24', "(H1,105.769,(r)) (Uranus,345.699,(d)) (trine,4.16')\n(H9,358.662,(r)) (Mercury,358.513,(d)) (conjunction,8.92')\n(Mercury,333.363,(r)) (H9,333.344,(c)) (conjunction,1.14')\n(Venus,327.588,(r)) (POF,147.420,(c)) (opposition,10.12')", '26', '27', '28', '29', '30', '31', "(Moon,58.245,(r)) (H8,328.289,(d)) (square,2.66')\n(Mars,21.474,(r)) (H1,111.439,(d)) (square,2.11')", "(Uranus,318.709,(r)) (H8,318.785,(c)) (conjunction,4.51')", "(Mercury,333.363,(r)) (H4,213.369,(d)) (trine,0.36')\n(Mean_Node,121.332,(r)) (H3,181.340,(d)) (sextile,0.49')\n(H4,210.992,(r)) (Venus,331.042,(d)) (trine,3.01')", '35', "(Mercury,333.363,(r)) (POF,153.339,(c)) (opposition,1.40')", '37', '38', '39', '40', '41', '42', '43', '44', "(H1,105.769,(r)) (Mercury,345.758,(d)) (trine,0.66')\n(Uranus,318.709,(r)) (H10,18.738,(c)) (sextile,1.71')", 22]
['2000-03-11 14:49:59', '0', '1', '2', '3', "(H7,320.286,(r)) (Mercury,320.236,(c)) (conjunction,3.04')", "(Mercury,333.332,(r)) (H1,153.459,(d)) (opposition,7.60')", '6', '7', "(Neptune,305.692,(r)) (H1,125.682,(c)) (opposition,0.56')", '9', '10', "(Saturn,43.351,(r)) (POF,223.433,(d)) (opposition,4.91')", '12', "(POF,208.406,(r)) (Saturn,28.229,(c)) (opposition,10.61')", '14', '15', '16', "(Uranus,318.714,(r)) (H4,258.778,(d)) (sextile,3.84')", '18', '19', "(Saturn,43.351,(r)) (H10,43.422,(c)) (conjunction,4.28')", '21', '22', '23', '24', '25', '26', "(Moon,59.459,(r)) (H3,239.313,(d)) (opposition,8.79')", "(H2,180.141,(r)) (Venus,0.006,(d)) (opposition,8.09')", "(Sun,351.340,(r)) (H1,171.339,(d)) (opposition,0.03')\n(Moon,59.459,(r)) (H3,239.363,(d)) (opposition,5.76')", '30', '31', '32', '33', '34', '35', '36', '37', '38', "(Uranus,318.714,(r)) (H10,78.723,(d)) (trine,0.54')", '40', "(Sun,351.340,(r)) (H3,231.259,(d)) (trine,4.83')", '42', "(H10,62.195,(r)) (Uranus,302.184,(c)) (trine,0.70')", "(H10,62.195,(r)) (Uranus,302.216,(c)) (trine,1.26')", '45', 15]
['2000-03-11 08:43:20', '0', '1', '2', '3', "(Mean_Node,121.341,(r)) (H3,121.459,(d)) (conjunction,7.11')\n(H3,112.679,(r)) (Mean_Node,112.644,(c)) (conjunction,2.09')", '5', '6', '7', "(Saturn,43.327,(r)) (H10,313.327,(c)) (square,0.02')", '9', '10', '11', '12', '13', "(Pluto,252.897,(r)) (H10,342.827,(d)) (square,4.24')\n(H10,325.943,(r)) (Pluto,235.914,(c)) (square,1.77')", '15', '16', "(H7,231.372,(r)) (Mercury,351.399,(d)) (trine,1.59')", "(H1,51.372,(r)) (Jupiter,51.347,(d)) (conjunction,1.51')", '19', '20', '21', "(H1,51.372,(r)) (Pluto,231.448,(c)) (opposition,4.55')", "(H1,51.372,(r)) (Pluto,231.362,(c)) (opposition,0.62')", '24', "(Uranus,318.701,(r)) (POF,138.553,(d)) (opposition,8.90')", '26', '27', '28', "(Sun,351.085,(r)) (H4,171.093,(d)) (opposition,0.45')\n(H4,145.943,(r)) (Mean_Node,145.860,(d)) (conjunction,4.99')", '30', '31', '32', '33', '34', '35', '36', '37', '38', "(H1,51.372,(r)) (Mercury,351.335,(d)) (sextile,2.23')", '40', '41', '42', '43', '44', '45', 13]
['2000-03-11 15:26:07', '0', "(Pluto,252.898,(r)) (H7,342.870,(d)) (square,1.68')", '2', '3', "(Jupiter,34.777,(r)) (H3,214.737,(c)) (opposition,2.44')", "(Uranus,318.715,(r)) (H1,138.689,(c)) (opposition,1.58')", '6', "(H9,44.349,(r)) (Venus,344.314,(d)) (sextile,2.07')", '8', '9', '10', '11', '12', '13', "(Mean_Node,121.326,(r)) (H8,31.251,(d)) (square,4.49')\n(POF,220.203,(r)) (Mars,40.339,(d)) (opposition,8.20')\n(Sun,351.365,(r)) (H8,351.368,(c)) (conjunction,0.20')", '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', "(POF,220.203,(r)) (H2,220.184,(d)) (conjunction,1.14')", '29', '30', "(Mercury,333.324,(r)) (H10,93.310,(d)) (trine,0.78')", '32', '33', "(H7,331.756,(r)) (Venus,331.711,(d)) (conjunction,2.75')", "(POF,220.203,(r)) (Moon,40.350,(c)) (opposition,8.85')", "(H3,224.349,(r)) (Moon,44.479,(c)) (opposition,7.84')", "(Venus,327.726,(r)) (H10,87.692,(d)) (trine,2.08')", '38', '39', '40', '41', '42', "(H10,70.757,(r)) (Venus,310.731,(c)) (trine,1.53')", "(H10,70.757,(r)) (Venus,310.765,(c)) (trine,0.53')", "(Moon,59.811,(r)) (H10,59.788,(c)) (conjunction,1.38')", 16]
['2000-03-11 11:50:23', '0', '1', '2', '3', '4', "(Sun,351.215,(r)) (POF,171.149,(d)) (opposition,3.97')", '6', '7', '8', "(H9,342.605,(r)) (Venus,342.769,(d)) (conjunction,9.83')", '10', '11', "(Mean_Node,121.334,(r)) (H4,181.368,(c)) (sextile,2.04')", '13', '14', "(Jupiter,34.747,(r)) (H10,34.621,(d)) (conjunction,7.53')\n(POF,159.064,(r)) (Uranus,339.214,(d)) (opposition,8.99')\n(Moon,57.711,(r)) (H10,357.630,(c)) (sextile,4.84')", "(POF,159.064,(r)) (Uranus,339.236,(d)) (opposition,10.35')", '17', "(H3,162.605,(r)) (Mean_Node,102.695,(c)) (sextile,5.40')", '19', '20', '21', '22', '23', "(Uranus,318.708,(r)) (H3,138.593,(c)) (opposition,6.87')", '25', '26', '27', "(Mercury,333.376,(r)) (H2,153.368,(d)) (opposition,0.47')\n(H2,126.342,(r)) (Mercury,306.215,(c)) (opposition,7.64')", '29', '30', '31', '32', '33', '34', '35', '36', "(Uranus,318.708,(r)) (POF,138.577,(c)) (opposition,7.80')\n(H10,16.375,(r)) (Jupiter,16.392,(c)) (conjunction,1.02')", '38', '39', "(H3,162.605,(r)) (Moon,42.515,(c)) (trine,5.42')", '41', "(Uranus,318.708,(r)) (H1,78.639,(c)) (trine,4.12')", '43', '44', '45', 15]
['2000-03-11 11:19:52', '0', '1', '2', '3', '4', '5', '6', "(Uranus,318.706,(r)) (POF,138.753,(c)) (opposition,2.82')", "(Mars,21.430,(r)) (H10,21.462,(d)) (conjunction,1.90')", '9', '10', '11', "(Uranus,318.706,(r)) (H3,138.609,(c)) (opposition,5.83')", '13', "(H8,298.288,(r)) (Saturn,28.201,(c)) (square,5.21')", '15', "(H1,85.571,(r)) (Pluto,265.467,(d)) (opposition,6.22')", '17', "(H10,8.094,(r)) (Venus,308.057,(c)) (sextile,2.20')", '19', '20', '21', '22', "(Saturn,43.337,(r)) (H12,43.422,(c)) (conjunction,5.09')", '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', "(H7,265.571,(r)) (Venus,325.566,(c)) (sextile,0.29')", '35', '36', '37', '38', "(POF,151.790,(r)) (Sun,331.644,(c)) (opposition,8.76')", '40', "(Sun,351.194,(r)) (H10,351.051,(c)) (conjunction,8.55')\n(H3,153.864,(r)) (Sun,333.793,(c)) (opposition,4.26')", "(Sun,351.194,(r)) (H10,351.301,(c)) (conjunction,6.40')\n(H3,153.864,(r)) (Sun,334.043,(c)) (opposition,10.78')", "(H10,8.094,(r)) (Sun,7.937,(d)) (conjunction,9.39')", '44', '45', 14]
['2000-03-11 12:12:56', '0', "(Mean_Node,121.333,(r)) (H4,211.246,(d)) (square,5.23')", '2', '3', '4', "(Mercury,333.371,(r)) (H10,33.324,(d)) (sextile,2.78')\n(Mean_Node,121.333,(r)) (H3,181.290,(d)) (sextile,2.58')", '6', "(Jupiter,34.750,(r)) (H10,34.828,(d)) (conjunction,4.70')\n(H9,349.157,(r)) (Mean_Node,109.201,(c)) (trine,2.65')", '8', "(Jupiter,34.750,(r)) (H9,334.775,(c)) (sextile,1.50')\n(H10,22.424,(r)) (Jupiter,22.247,(c)) (conjunction,10.62')", "(Jupiter,34.750,(r)) (H9,334.689,(c)) (sextile,3.63')", '11', "(Mercury,333.371,(r)) (H3,153.265,(c)) (opposition,6.33')", "(Venus,327.560,(r)) (POF,147.409,(c)) (opposition,9.10')", '14', '15', '16', "(H3,169.157,(r)) (Venus,349.311,(d)) (opposition,9.26')", '18', '19', '20', '21', '22', '23', "(H1,97.874,(r)) (Moon,37.848,(c)) (sextile,1.55')", '25', '26', '27', '28', "(H1,97.874,(r)) (Mean_Node,97.771,(c)) (conjunction,6.19')", '30', '31', "(Sun,351.231,(r)) (POF,171.162,(d)) (opposition,4.12')\n(Uranus,318.708,(r)) (H8,318.816,(d)) (conjunction,6.48')\n(POF,164.573,(r)) (Sun,344.732,(c)) (opposition,9.52')", '33', '34', '35', '36', '37', '38', "(H3,169.157,(r)) (Venus,349.239,(d)) (opposition,4.92')", '40', '41', '42', "(Venus,327.560,(r)) (POF,147.593,(c)) (opposition,1.94')", "(Venus,327.560,(r)) (POF,147.626,(c)) (opposition,3.93')", "(Jupiter,34.750,(r)) (H10,34.577,(d)) (conjunction,10.37')", 20]
['2000-03-11 14:09:04', '0', '1', '2', '3', "(Uranus,318.712,(r)) (H7,318.609,(d)) (conjunction,6.20')\n(Pluto,252.898,(r)) (H3,192.817,(c)) (sextile,4.87')", "(Jupiter,34.766,(r)) (H3,214.665,(d)) (opposition,6.10')", '6', '7', '8', '9', '10', '11', '12', '13', '14', "(Jupiter,34.766,(r)) (H10,34.865,(c)) (conjunction,5.92')", '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', "(Uranus,318.712,(r)) (H3,228.784,(d)) (square,4.31')", "(H3,203.055,(r)) (Uranus,293.138,(c)) (square,4.95')", "(Uranus,318.712,(r)) (H2,138.694,(c)) (opposition,1.13')", '29', '30', "(H1,128.110,(r)) (Jupiter,8.138,(c)) (trine,1.69')\n(H10,52.261,(r)) (Uranus,292.250,(c)) (trine,0.69')", '32', '33', '34', "(Mean_Node,121.329,(r)) (H4,211.351,(c)) (square,1.30')", '36', '37', '38', "(POF,195.859,(r)) (Jupiter,15.837,(c)) (opposition,1.37')", "(Jupiter,34.766,(r)) (POF,214.611,(d)) (opposition,9.32')\n(H10,52.261,(r)) (Mercury,352.345,(d)) (sextile,5.03')\n(H10,52.261,(r)) (Jupiter,52.228,(d)) (conjunction,1.99')", '41', "(Sun,351.311,(r)) (H1,111.393,(c)) (trine,4.90')", '43', '44', '45', 15]
['2000-03-11 11:33:52', '0', '1', '2', "(Mars,21.437,(r)) (H4,201.279,(d)) (opposition,9.51')", '4', '5', '6', "(H9,337.849,(r)) (Sun,337.911,(c)) (conjunction,3.68')", '8', '9', '10', '11', "(Sun,351.204,(r)) (POF,171.142,(d)) (opposition,3.72')\n(POF,155.101,(r)) (Uranus,334.957,(d)) (opposition,8.65')", '13', "(H8,301.940,(r)) (Uranus,302.053,(c)) (conjunction,6.79')", "(Uranus,318.707,(r)) (H3,138.695,(c)) (opposition,0.72')", '16', '17', '18', '19', '20', "(H7,268.755,(r)) (Pluto,268.893,(d)) (conjunction,8.31')", '22', '23', "(Jupiter,34.744,(r)) (H10,34.719,(d)) (conjunction,1.50')", '25', "(Mars,21.437,(r)) (H1,111.446,(d)) (square,0.52')", "(Mars,21.437,(r)) (H1,111.488,(d)) (square,3.02')", '28', '29', '30', '31', '32', '33', "(H3,157.849,(r)) (POF,157.711,(d)) (conjunction,8.28')\n(POF,155.101,(r)) (H3,155.252,(c)) (conjunction,9.06')", "(H1,88.755,(r)) (Pluto,268.782,(d)) (opposition,1.65')", '36', "(H10,11.901,(r)) (Sun,12.046,(d)) (conjunction,8.71')\n(H10,11.901,(r)) (Mercury,311.990,(c)) (sextile,5.35')", '38', '39', "(H3,157.849,(r)) (Uranus,337.907,(d)) (opposition,3.45')", '41', '42', "(Uranus,318.707,(r)) (POF,138.638,(c)) (opposition,4.14')\n(H10,11.901,(r)) (Venus,311.897,(c)) (sextile,0.25')", "(Uranus,318.707,(r)) (POF,138.670,(c)) (opposition,2.22')\n(H10,11.901,(r)) (Venus,311.928,(c)) (sextile,1.64')", "(Sun,351.204,(r)) (H9,351.231,(d)) (conjunction,1.66')", 21]
['2000-03-11 10:49:43', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', "(Saturn,43.335,(r)) (H12,43.431,(c)) (conjunction,5.76')", '12', '13', '14', '15', '16', '17', '18', '19', '20', "(H4,179.869,(r)) (Mars,0.029,(c)) (opposition,9.58')", "(H10,359.869,(r)) (Mars,359.763,(c)) (conjunction,6.39')", '23', '24', '25', '26', '27', '28', "(H3,145.437,(r)) (Sun,325.589,(c)) (opposition,9.09')", '30', "(Mercury,333.391,(r)) (H10,333.524,(c)) (conjunction,7.94')\n(POF,144.778,(r)) (Sun,324.733,(c)) (opposition,2.72')", '32', "(Venus,327.489,(r)) (POF,147.583,(d)) (opposition,5.65')", "(H3,145.437,(r)) (Venus,325.528,(c)) (opposition,5.42')", '35', '36', "(H10,359.869,(r)) (Uranus,299.929,(c)) (sextile,3.61')", '38', "(Jupiter,34.738,(r)) (H1,94.824,(d)) (sextile,5.14')", "(H1,78.831,(r)) (Jupiter,18.878,(c)) (sextile,2.83')", '41', '42', '43', '44', '45', 11]
['2000-03-11 10:03:43', '0', "(POF,134.284,(r)) (Neptune,314.359,(d)) (opposition,4.48')\n(Neptune,305.686,(r)) (POF,125.614,(c)) (opposition,4.34')", "(Moon,56.673,(r)) (H10,356.705,(d)) (sextile,1.92')", '3', '4', '5', '6', "(Jupiter,34.731,(r)) (H10,334.679,(c)) (sextile,3.16')", "(POF,134.284,(r)) (Mean_Node,134.317,(d)) (conjunction,1.98')", '9', '10', '11', '12', '13', '14', "(POF,134.284,(r)) (Mercury,314.207,(c)) (opposition,4.63')", '16', "(H4,167.333,(r)) (Venus,347.477,(d)) (opposition,8.63')", "(Mercury,333.403,(r)) (H3,153.269,(d)) (opposition,8.07')\n(Venus,327.450,(r)) (H10,327.600,(c)) (conjunction,9.04')\n(H3,133.029,(r)) (Mercury,312.883,(c)) (opposition,8.77')", '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', "(H6,225.273,(r)) (Uranus,345.236,(d)) (trine,2.22')", '31', '32', '33', '34', '35', '36', "(H1,68.753,(r)) (Venus,308.769,(c)) (trine,0.96')\n(H3,133.029,(r)) (Mercury,313.131,(c)) (opposition,6.10')", '38', "(Mercury,333.403,(r)) (POF,153.517,(d)) (opposition,6.85')\n(H10,347.333,(r)) (Venus,347.410,(d)) (conjunction,4.62')", "(H1,68.753,(r)) (Sun,8.777,(d)) (sextile,1.44')", '41', '42', "(H1,68.753,(r)) (Moon,68.917,(d)) (conjunction,9.85')", "(H1,68.753,(r)) (Moon,68.891,(d)) (conjunction,8.28')", '45', 18]
['2000-03-11 07:56:31', '0', "(H4,133.995,(r)) (Neptune,313.985,(d)) (opposition,0.63')\n(Neptune,305.684,(r)) (H4,125.727,(c)) (opposition,2.58')", "(Mercury,333.436,(r)) (H3,93.459,(c)) (trine,1.35')", '3', "(Mercury,333.436,(r)) (H7,213.455,(c)) (trine,1.16')", '5', '6', '7', '8', '9', '10', '11', '12', "(H1,41.218,(r)) (Moon,41.381,(c)) (conjunction,9.74')", '14', '15', '16', '17', '18', "(Mercury,333.436,(r)) (H10,333.461,(d)) (conjunction,1.50')\n(H10,313.995,(r)) (Mercury,314.029,(c)) (conjunction,2.01')", '20', "(POF,105.601,(r)) (Neptune,285.705,(c)) (opposition,6.22')", "(POF,105.601,(r)) (Neptune,285.465,(c)) (opposition,8.16')", '23', '24', '25', '26', '27', '28', "(Sun,351.053,(r)) (H4,111.125,(c)) (trine,4.35')", '30', '31', "(H1,41.218,(r)) (Neptune,311.203,(d)) (square,0.93')", "(Saturn,43.323,(r)) (H1,43.423,(d)) (conjunction,5.97')\n(Pluto,252.897,(r)) (H8,252.718,(d)) (conjunction,10.76')", '34', "(Neptune,305.684,(r)) (POF,125.809,(d)) (opposition,7.55')", "(Moon,55.436,(r)) (H1,55.610,(d)) (conjunction,10.48')", '37', '38', '39', "(Moon,55.436,(r)) (H1,55.336,(d)) (conjunction,5.98')", '41', '42', "(H3,101.483,(r)) (Moon,41.527,(c)) (sextile,2.64')", "(H3,101.483,(r)) (Moon,41.553,(c)) (sextile,4.22')", '45', 18]
['2000-03-11 07:37:11', "(POF,101.204,(r)) (H3,101.306,(d)) (conjunction,6.12')\n(H3,96.958,(r)) (POF,96.864,(c)) (conjunction,5.64')", '1', '2', '3', '4', "(Venus,327.324,(r)) (H3,87.415,(c)) (trine,5.48')", '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', "(H1,36.996,(r)) (Mars,37.065,(d)) (conjunction,4.19')", "(H3,96.958,(r)) (Uranus,336.951,(d)) (trine,0.42')\n(H7,216.996,(r)) (Uranus,336.951,(d)) (trine,2.66')", "(H10,309.181,(r)) (Venus,309.336,(c)) (conjunction,9.35')", '19', '20', "(Mean_Node,121.343,(r)) (POF,121.227,(d)) (conjunction,6.96')", '22', '23', '24', '25', '26', '27', "(Venus,327.324,(r)) (H2,87.310,(d)) (trine,0.84')", "(Mercury,333.441,(r)) (H4,153.310,(d)) (opposition,7.85')", '30', '31', '32', '33', '34', '35', "(H10,309.181,(r)) (Moon,69.194,(d)) (trine,0.84')", '37', "(Venus,327.324,(r)) (H10,327.247,(d)) (conjunction,4.60')", "(H3,96.958,(r)) (Uranus,336.889,(d)) (trine,4.14')", '40', '41', '42', "(Sun,351.040,(r)) (H3,110.981,(d)) (trine,3.52')", "(Sun,351.040,(r)) (H3,110.952,(d)) (trine,5.24')", '45', 15]
['2000-03-11 09:00:31', "(Sun,351.097,(r)) (H1,51.073,(c)) (sextile,1.44')\n(H3,116.901,(r)) (Mean_Node,116.730,(c)) (conjunction,10.26')\n(H4,150.436,(r)) (Jupiter,30.438,(c)) (trine,0.16')", '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', "(Saturn,43.328,(r)) (H12,43.195,(d)) (conjunction,7.93')\n(H1,55.088,(r)) (Saturn,55.097,(d)) (conjunction,0.54')\n(Saturn,43.328,(r)) (H1,43.377,(c)) (conjunction,2.94')", '12', '13', '14', '15', '16', '17', '18', "(POF,120.049,(r)) (Uranus,299.977,(c)) (opposition,4.29')", '20', "(Pluto,252.897,(r)) (H7,253.034,(d)) (conjunction,8.20')", "(Uranus,318.701,(r)) (H9,318.534,(d)) (conjunction,10.06')", '23', '24', '25', '26', '27', "(Jupiter,34.722,(r)) (H1,34.617,(c)) (conjunction,6.32')", "(Jupiter,34.722,(r)) (H1,34.605,(c)) (conjunction,7.03')", "(Jupiter,34.722,(r)) (H1,34.584,(c)) (conjunction,8.32')", '31', "(Neptune,305.685,(r)) (POF,125.690,(d)) (opposition,0.31')\n(POF,120.049,(r)) (Neptune,299.996,(c)) (opposition,3.15')", "(H4,150.436,(r)) (Venus,330.438,(d)) (opposition,0.16')\n(H1,55.088,(r)) (Venus,325.127,(c)) (square,2.34')", "(H3,116.901,(r)) (Moon,56.869,(d)) (sextile,1.88')", "(Pluto,252.897,(r)) (H1,72.928,(d)) (opposition,1.85')", '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 18]
