['Time', '0: 2009-03-19', '1: 2011-12-07', '2: 2012-03-06', '3: 2012-12-12', '4: 2013-12-12', '5: 2014-03-24', '6: 2015-05-27', '7: 2016-01-26', '8: 2016-05-27', '9: 2017-09-15', '10: 2017-09-22', '11: 2018-02-19', '12: 2019-05-22', '13: 2021-04-06', '14: 2021-07-10', '15: 2022-01-03', '16: 2022-05-25', '17: 2024-01-11', '18: 2024-03-08', '19: 2025-06-23', '20: 2025-07-24', '21: 2025-07-25', 'Count']
['2000-03-11 09:30:56', "(Pluto,252.897,(r)) (H3,133.060,(p)) (trine,9.74')\n(Pluto,252.895,(p)) (H3,133.060,(p)) (trine,9.87')\n(Moon,56.354,(r)) (H3,116.173,(c)) (sextile,10.87')", "(H10,338.496,(r)) (Moon,218.529,(p)) (trine,1.96')\n(H10,338.496,(r)) (POF,338.467,(c)) (conjunction,1.76')", '2', "(Moon,231.265,(p)) (H10,351.050,(p)) (trine,12.93')", '4', '5', '6', '7', '8', "(H10,338.496,(r)) (Jupiter,38.483,(p)) (sextile,0.81')", '10', "(Moon,56.354,(r)) (H4,176.185,(p)) (trine,10.13')\n(Mean_Node,120.389,(p)) (POF,0.253,(p)) (trine,8.17')\n(Mercury,347.107,(c)) (H7,227.183,(c)) (trine,4.59')", '12', '13', "(Uranus,317.537,(c)) (H10,317.650,(c)) (conjunction,6.76')", '15', '16', '17', "(Moon,102.676,(c)) (H3,102.476,(c)) (conjunction,12.03')", '19', '20', "(Moon,29.397,(p)) (H3,149.196,(p)) (trine,12.01')", 13]
['2000-03-11 09:39:19', "(Moon,297.938,(c)) (H3,118.253,(c)) (opposition,18.88')", '1', '2', '3', '4', "(H3,126.680,(r)) (Moon,246.968,(p)) (trine,17.29')", "(POF,128.777,(r)) (Venus,308.636,(c)) (opposition,8.46')", "(Moon,56.435,(r)) (H10,356.429,(p)) (sextile,0.37')", '8', "(H10,340.747,(r)) (Mercury,340.733,(p)) (conjunction,0.84')", '10', '11', '12', "(Saturn,41.610,(c)) (POF,221.690,(c)) (opposition,4.80')", '14', "(H10,340.747,(r)) (Moon,341.212,(p)) (conjunction,27.91')\n(Mercury,346.448,(c)) (H3,106.465,(c)) (trine,1.02')", "(POF,128.777,(r)) (Moon,128.840,(c)) (conjunction,3.78')\n(Mercury,346.245,(c)) (H9,286.107,(c)) (sextile,8.24')", "(Moon,105.036,(c)) (H3,104.607,(c)) (conjunction,25.72')\n(Uranus,317.394,(c)) (H10,317.328,(c)) (conjunction,3.94')", '18', '19', '20', '21', 12]
['2000-03-11 08:00:24', "(Sun,351.056,(r)) (POF,231.191,(p)) (trine,8.12')\n(Jupiter,34.714,(r)) (H3,94.601,(c)) (sextile,6.79')\n(Jupiter,34.714,(r)) (H7,214.771,(c)) (opposition,3.41')\n(H7,222.061,(r)) (Sun,342.024,(c)) (trine,2.18')", "(Jupiter,32.406,(c)) (H1,32.537,(c)) (conjunction,7.84')\n(Jupiter,32.406,(c)) (H9,272.250,(c)) (trine,9.37')\n(Uranus,318.073,(c)) (POF,318.066,(c)) (conjunction,0.40')", "(H1,42.061,(r)) (Venus,342.151,(p)) (sextile,5.44')\n(Jupiter,32.360,(c)) (H1,32.333,(c)) (conjunction,1.59')", '3', "(H1,42.061,(r)) (Saturn,42.133,(c)) (conjunction,4.37')", "(Sun,351.056,(r)) (POF,291.133,(c)) (sextile,4.65')\n(Mean_Node,122.086,(c)) (H4,122.098,(c)) (conjunction,0.72')", "(H4,134.967,(r)) (Saturn,44.888,(p)) (square,4.73')\n(H1,42.061,(r)) (Saturn,42.022,(c)) (conjunction,2.30')", '7', "(H10,314.967,(r)) (Saturn,44.999,(p)) (square,1.91')\n(H1,42.061,(r)) (Saturn,41.947,(c)) (conjunction,6.79')", "(Venus,327.344,(r)) (H3,87.235,(c)) (trine,6.52')", '10', "(Venus,327.344,(r)) (H7,207.363,(c)) (trine,1.17')\n(Mean_Node,122.293,(c)) (POF,242.177,(c)) (trine,6.94')", '12', '13', '14', '15', '16', '17', "(Moon,55.473,(r)) (POF,55.431,(p)) (conjunction,2.53')\n(H10,314.967,(r)) (Sun,14.848,(p)) (sextile,7.12')\n(H1,42.061,(r)) (Moon,101.758,(c)) (sextile,18.16')", '19', '20', "(Uranus,317.301,(c)) (POF,137.218,(c)) (opposition,4.97')", 23]
['2000-03-11 14:43:52', "(Mercury,334.327,(p)) (POF,334.202,(p)) (conjunction,7.48')\n(H3,212.856,(r)) (Jupiter,32.976,(c)) (opposition,7.23')", '1', "(Moon,224.374,(p)) (H9,44.724,(p)) (opposition,21.00')", '3', '4', "(Jupiter,34.771,(r)) (H7,334.657,(p)) (sextile,6.83')\n(Uranus,317.961,(c)) (H3,198.084,(c)) (trine,7.34')", "(Moon,226.580,(c)) (H4,226.864,(c)) (conjunction,17.04')\n(Mean_Node,122.133,(c)) (H1,121.995,(c)) (conjunction,8.28')", "(Mercury,346.329,(c)) (H10,46.231,(c)) (sextile,5.83')", '8', '9', '10', '11', '12', '13', '14', "(Moon,343.952,(p)) (H1,164.140,(p)) (opposition,11.28')\n(H10,60.724,(r)) (Venus,300.742,(c)) (trine,1.09')", "(Uranus,319.732,(p)) (H10,79.728,(p)) (trine,0.22')", '17', '18', '19', "(H3,212.856,(r)) (Moon,32.418,(p)) (opposition,26.28')\n(Mars,21.535,(r)) (H1,111.611,(c)) (square,4.54')", "(H3,212.856,(r)) (Moon,32.457,(p)) (opposition,23.95')", 14]
['2000-03-11 12:17:04', "(Sun,351.234,(r)) (POF,291.139,(p)) (sextile,5.65')", "(Jupiter,34.750,(r)) (H10,34.774,(p)) (conjunction,1.42')\n(Sun,2.913,(p)) (H9,2.932,(p)) (conjunction,1.12')", "(Sun,3.157,(p)) (H9,3.195,(p)) (conjunction,2.24')\n(H10,23.526,(r)) (Moon,264.025,(c)) (trine,29.96')", "(Sun,3.920,(p)) (H9,4.015,(p)) (conjunction,5.73')", "(Mars,21.460,(r)) (H1,111.298,(p)) (square,9.69')", '5', '6', "(Mercury,333.370,(r)) (H3,153.330,(c)) (opposition,2.39')", '8', "(Venus,305.925,(c)) (POF,306.028,(c)) (conjunction,6.20')\n(Venus,305.925,(c)) (H10,5.887,(c)) (sextile,2.32')", '10', "(Venus,305.394,(c)) (H4,185.440,(c)) (trine,2.75')", '12', "(Saturn,43.341,(r)) (H4,223.448,(p)) (opposition,6.44')", '14', "(POF,165.599,(r)) (Mercury,345.544,(p)) (opposition,3.34')", '16', "(Saturn,45.887,(p)) (H10,45.983,(p)) (conjunction,5.76')", '18', '19', '20', '21', 14]
['2000-03-11 12:29:28', '0', "(H10,26.817,(r)) (Moon,267.037,(c)) (trine,13.21')", '2', '3', '4', '5', '6', "(Moon,217.107,(c)) (H3,156.853,(c)) (sextile,15.24')", '8', "(Moon,58.091,(r)) (H1,118.153,(p)) (sextile,3.73')", "(Saturn,43.342,(r)) (H10,43.333,(p)) (conjunction,0.51')\n(Mercury,333.366,(r)) (H12,63.361,(c)) (square,0.34')", "(Jupiter,34.752,(r)) (H3,154.619,(c)) (trine,7.96')", "(Mercury,333.366,(r)) (H9,333.268,(c)) (conjunction,5.91')", "(Mars,5.633,(c)) (H4,185.562,(c)) (opposition,4.25')", "(Mars,5.436,(c)) (H10,5.289,(c)) (conjunction,8.77')", '15', "(Moon,347.821,(p)) (H10,47.599,(p)) (sextile,13.31')", "(Moon,58.091,(r)) (H3,148.259,(c)) (square,10.08')\n(Moon,58.091,(r)) (H12,57.951,(c)) (conjunction,8.36')", '18', '19', "(H3,173.999,(r)) (Moon,84.508,(c)) (square,30.55')", '21', 13]
['2000-03-11 13:34:39', '0', "(H9,13.128,(r)) (Venus,313.124,(c)) (sextile,0.26')\n(Jupiter,32.450,(c)) (H10,32.517,(c)) (conjunction,4.03')", "(H10,43.683,(r)) (Moon,223.772,(p)) (opposition,5.37')\n(Jupiter,32.404,(c)) (POF,32.379,(c)) (conjunction,1.48')\n(Jupiter,32.404,(c)) (H10,32.276,(c)) (conjunction,7.65')\n(POF,32.379,(c)) (H10,32.276,(c)) (conjunction,6.17')", '3', "(H3,193.128,(r)) (POF,13.274,(p)) (opposition,8.76')", "(Venus,327.631,(r)) (H3,207.797,(p)) (trine,9.98')\n(Mercury,345.176,(c)) (H7,285.075,(c)) (sextile,6.04')", '6', '7', "(Uranus,318.711,(r)) (H8,318.533,(c)) (conjunction,10.71')", '9', '10', '11', "(Uranus,318.711,(r)) (H1,138.603,(p)) (opposition,6.48')", '13', '14', "(H10,43.683,(r)) (Moon,343.328,(p)) (sextile,21.28')", '16', "(Pluto,252.682,(c)) (H12,72.520,(c)) (opposition,9.72')", '18', "(Jupiter,34.761,(r)) (H1,94.694,(c)) (sextile,4.03')\n(Uranus,318.711,(r)) (H10,18.826,(c)) (sextile,6.88')", '20', "(Jupiter,34.761,(r)) (H1,94.614,(c)) (sextile,8.83')\n(Uranus,318.711,(r)) (H10,18.734,(c)) (sextile,1.38')", 17]
['2000-03-11 07:48:31', '0', '1', "(Venus,312.521,(c)) (POF,312.494,(c)) (conjunction,1.62')", "(Moon,230.386,(p)) (H9,290.659,(p)) (sextile,16.41')", '4', '5', "(Sun,351.047,(r)) (H8,261.078,(p)) (square,1.84')\n(H4,131.995,(r)) (Saturn,42.022,(c)) (square,1.63')", '7', "(H10,311.995,(r)) (Saturn,41.947,(c)) (square,2.86')", '9', '10', "(Moon,55.358,(r)) (H3,115.252,(p)) (sextile,6.37')", '12', '13', '14', "(H1,39.473,(r)) (Jupiter,39.433,(p)) (conjunction,2.44')", "(H1,39.473,(r)) (Jupiter,39.521,(p)) (conjunction,2.84')\n(H9,279.605,(r)) (Jupiter,39.521,(p)) (trine,5.05')\n(Venus,299.906,(c)) (POF,180.066,(c)) (trine,9.62')", '17', "(Uranus,318.699,(r)) (H3,78.837,(c)) (trine,8.28')", '19', '20', '21', 11]
['2000-03-11 11:17:28', '0', "(Jupiter,34.742,(r)) (H1,94.872,(p)) (sextile,7.79')", "(Uranus,319.288,(p)) (H10,19.269,(p)) (sextile,1.16')", "(Moon,254.429,(c)) (H1,74.516,(c)) (opposition,5.21')", "(Pluto,252.897,(r)) (H12,73.067,(p)) (opposition,10.19')", "(Uranus,318.706,(r)) (H3,138.785,(c)) (opposition,4.71')", '6', "(Sun,351.192,(r)) (H10,351.312,(c)) (conjunction,7.17')", "(Saturn,43.337,(r)) (H8,313.492,(p)) (square,9.33')\n(H10,7.440,(r)) (Sun,7.300,(p)) (conjunction,8.40')", "(Moon,195.405,(c)) (H3,135.259,(c)) (sextile,8.77')", '10', "(H3,153.185,(r)) (Sun,333.194,(c)) (opposition,0.53')\n(Moon,189.705,(c)) (H7,250.229,(c)) (sextile,31.49')", '12', '13', '14', '15', '16', '17', '18', "(Mean_Node,119.996,(p)) (H3,179.883,(p)) (sextile,6.78')\n(H1,85.028,(r)) (Moon,85.009,(c)) (conjunction,1.16')", '20', "(Mean_Node,119.991,(p)) (H3,179.977,(p)) (sextile,0.86')", 14]
['2000-03-11 12:45:20', '0', "(Venus,342.091,(p)) (H10,42.025,(p)) (sextile,3.95')", "(Venus,342.395,(p)) (H10,42.252,(p)) (sextile,8.59')", '3', '4', "(Mercury,333.363,(r)) (H7,273.222,(c)) (sextile,8.42')", '6', "(H10,30.992,(r)) (Moon,270.473,(p)) (trine,31.12')\n(Mercury,333.363,(r)) (POF,333.515,(c)) (conjunction,9.14')\n(Jupiter,31.680,(c)) (H1,91.604,(c)) (sextile,4.51')", "(Mean_Node,121.332,(r)) (H1,121.177,(p)) (conjunction,9.28')", '9', '10', '11', "(Uranus,318.709,(r)) (H10,48.826,(p)) (square,7.01')", "(Neptune,306.204,(p)) (H7,306.097,(p)) (conjunction,6.42')", "(Mars,21.474,(r)) (H9,21.305,(p)) (conjunction,10.14')\n(Neptune,306.209,(p)) (H1,126.365,(p)) (opposition,9.35')", "(Sun,351.253,(r)) (H10,51.188,(p)) (sextile,3.93')\n(Jupiter,34.754,(r)) (H3,154.918,(c)) (trine,9.79')", '16', "(Mars,38.989,(p)) (H1,128.973,(p)) (square,0.99')", '18', "(H3,178.662,(r)) (Venus,358.815,(p)) (opposition,9.22')", '20', "(H10,30.992,(r)) (Moon,31.296,(p)) (conjunction,18.29')", 16]
['2000-03-11 14:49:59', '0', '1', '2', '3', '4', '5', '6', "(Uranus,317.859,(c)) (H3,197.845,(c)) (trine,0.79')", '8', "(Mercury,340.949,(p)) (H1,160.921,(p)) (opposition,1.66')", '10', "(Mercury,341.386,(p)) (H7,341.448,(p)) (conjunction,3.74')", "(Pluto,252.898,(r)) (H1,162.987,(p)) (square,5.34')\n(Pluto,252.836,(p)) (H1,162.987,(p)) (square,9.02')", '13', '14', '15', '16', '17', '18', "(Venus,358.922,(p)) (H3,238.805,(p)) (trine,6.98')", '20', "(Venus,359.030,(p)) (H3,238.886,(p)) (trine,8.65')", 7]
['2000-03-11 08:43:20', "(Jupiter,34.720,(r)) (H4,154.586,(p)) (trine,8.06')\n(Mean_Node,120.863,(p)) (POF,240.838,(p)) (trine,1.50')\n(Mean_Node,120.863,(p)) (H3,120.818,(p)) (conjunction,2.73')", "(Jupiter,37.203,(p)) (H10,337.212,(p)) (sextile,0.56')", '2', "(H1,51.372,(r)) (Moon,230.857,(p)) (opposition,30.94')", '4', '5', "(H8,260.946,(r)) (Moon,260.570,(p)) (conjunction,22.58')", '7', '8', '9', "(Pluto,252.897,(r)) (H10,342.851,(p)) (square,2.74')\n(Pluto,252.852,(p)) (H10,342.851,(p)) (square,0.01')", "(H3,112.679,(r)) (Moon,292.947,(p)) (opposition,16.09')\n(Sun,8.908,(p)) (H3,129.084,(p)) (trine,10.56')\n(Venus,349.546,(p)) (POF,349.519,(p)) (conjunction,1.60')", "(Neptune,305.685,(r)) (H1,35.769,(c)) (square,5.09')", '13', "(Neptune,305.685,(r)) (H10,305.789,(c)) (conjunction,6.29')", "(Sun,12.731,(p)) (H3,132.761,(p)) (trine,1.80')\n(Mercury,333.424,(r)) (H1,33.563,(c)) (sextile,8.36')\n(Mercury,333.424,(r)) (H3,93.328,(c)) (trine,5.75')", "(Sun,13.115,(p)) (H9,313.134,(p)) (sextile,1.15')", '17', "(Sun,14.877,(p)) (H3,134.856,(p)) (trine,1.27')\n(Moon,9.732,(p)) (H1,70.255,(p)) (sextile,31.36')", "(Sun,16.150,(p)) (H3,136.110,(p)) (trine,2.43')\n(POF,116.178,(r)) (Venus,296.153,(c)) (opposition,1.47')", "(Saturn,46.049,(p)) (H3,136.192,(p)) (square,8.57')", "(Sun,16.236,(p)) (H3,136.195,(p)) (trine,2.49')\n(POF,116.178,(r)) (Venus,296.045,(c)) (opposition,7.95')\n(Jupiter,30.014,(c)) (H3,90.152,(c)) (sextile,8.27')", 25]
['2000-03-11 15:26:07', '0', "(Jupiter,32.464,(c)) (H9,32.517,(c)) (conjunction,3.16')\n(Uranus,318.090,(c)) (H1,138.033,(c)) (opposition,3.46')", "(Venus,327.726,(r)) (POF,27.835,(p)) (sextile,6.50')\n(H9,44.349,(r)) (Moon,224.741,(p)) (opposition,23.56')\n(Jupiter,32.418,(c)) (H9,32.260,(c)) (conjunction,9.46')", "(Jupiter,37.486,(p)) (POF,37.592,(p)) (conjunction,6.38')\n(Moon,256.482,(c)) (H1,136.876,(c)) (trine,23.63')", '4', '5', "(Moon,263.882,(p)) (H4,263.618,(p)) (conjunction,15.84')", "(Sun,351.365,(r)) (H1,171.233,(p)) (opposition,7.87')\n(H1,151.756,(r)) (Moon,271.789,(p)) (trine,1.96')\n(H1,151.756,(r)) (Jupiter,31.700,(c)) (trine,3.39')", '8', '9', '10', "(Mean_Node,121.326,(r)) (H3,241.163,(p)) (trine,9.78')", '12', '13', '14', "(H3,224.349,(r)) (Moon,344.334,(p)) (trine,0.89')", '16', '17', '18', "(POF,220.203,(r)) (Jupiter,40.294,(p)) (opposition,5.48')\n(H1,151.756,(r)) (Moon,31.632,(p)) (trine,7.47')\n(Moon,31.632,(p)) (H10,92.052,(p)) (sextile,25.18')", "(POF,220.203,(r)) (Mars,40.182,(p)) (opposition,1.26')", "(POF,220.203,(r)) (Jupiter,40.314,(p)) (opposition,6.68')", 18]
['2000-03-11 11:50:23', "(Jupiter,32.953,(c)) (H3,153.070,(c)) (trine,6.99')", "(H1,92.568,(r)) (Jupiter,32.436,(c)) (sextile,7.92')", "(H9,342.605,(r)) (Moon,222.864,(p)) (trine,15.52')\n(Moon,222.864,(p)) (H1,102.987,(p)) (trine,7.39')", '3', "(Moon,57.711,(r)) (H12,57.820,(c)) (conjunction,6.56')", "(Moon,57.711,(r)) (H3,177.539,(p)) (trine,10.31')\n(Mean_Node,122.077,(c)) (H4,182.202,(c)) (sextile,7.50')", '6', '7', '8', "(Mercury,333.376,(r)) (H10,33.292,(p)) (sextile,5.05')\n(Mean_Node,121.334,(r)) (H3,181.254,(p)) (sextile,4.82')\n(Uranus,317.759,(c)) (H1,77.805,(c)) (trine,2.76')", '10', '11', "(H9,342.605,(r)) (Mercury,342.569,(p)) (conjunction,2.17')", "(Mars,21.446,(r)) (H7,291.273,(p)) (square,10.35')", "(Mars,21.446,(r)) (H1,111.517,(p)) (square,4.28')", "(H3,162.605,(r)) (Moon,342.390,(p)) (opposition,12.95')", '16', "(Uranus,317.399,(c)) (H3,137.576,(c)) (opposition,10.63')", "(Uranus,317.390,(c)) (H3,137.414,(c)) (opposition,1.44')", "(H10,16.375,(r)) (Sun,16.278,(p)) (conjunction,5.85')", "(H10,16.375,(r)) (Sun,16.361,(p)) (conjunction,0.83')", "(H10,16.375,(r)) (Sun,16.364,(p)) (conjunction,0.67')", 19]
['2000-03-11 11:19:52', "(Jupiter,34.742,(r)) (POF,34.739,(c)) (conjunction,0.18')\n(Uranus,318.230,(c)) (H7,258.121,(c)) (sextile,6.52')", '1', '2', '3', '4', '5', "(Pluto,252.897,(r)) (H1,73.017,(c)) (opposition,7.16')", '7', '8', "(Moon,195.427,(c)) (H3,135.898,(c)) (sextile,28.23')", "(H10,8.094,(r)) (Mars,8.274,(c)) (conjunction,10.82')\n(Uranus,317.757,(c)) (H12,47.717,(c)) (square,2.43')", '11', '12', '13', '14', '15', "(Moon,57.413,(r)) (H9,357.288,(p)) (sextile,7.52')", '17', "(Moon,103.781,(c)) (H10,343.537,(c)) (trine,14.68')", '19', '20', "(H1,85.571,(r)) (Sun,325.704,(c)) (trine,8.02')", 9]
['2000-03-11 12:12:56', '0', "(Venus,327.560,(r)) (H1,87.742,(c)) (trine,10.86')", "(Venus,327.560,(r)) (H1,87.531,(c)) (trine,1.77')", "(Jupiter,34.750,(r)) (H10,34.658,(p)) (conjunction,5.49')", "(Moon,242.969,(c)) (H12,62.861,(c)) (opposition,6.47')", '5', "(Mars,21.457,(r)) (H1,111.593,(p)) (square,8.13')", '7', '8', "(Jupiter,34.750,(r)) (POF,34.705,(p)) (conjunction,2.67')\n(H3,169.157,(r)) (Moon,289.565,(p)) (trine,24.50')\n(H3,169.157,(r)) (Venus,349.194,(p)) (opposition,2.26')", '10', "(Moon,294.675,(p)) (H7,294.176,(p)) (conjunction,29.93')", '12', '13', "(Pluto,252.898,(r)) (POF,252.792,(c)) (conjunction,6.34')\n(Pluto,252.719,(c)) (POF,252.792,(c)) (conjunction,4.37')", "(Moon,57.930,(r)) (H1,117.911,(p)) (sextile,1.12')\n(Moon,342.592,(p)) (H10,43.088,(p)) (sextile,29.74')", "(Uranus,318.708,(r)) (H1,78.819,(c)) (trine,6.65')\n(Venus,300.133,(c)) (POF,240.276,(c)) (sextile,8.59')", '17', "(Moon,57.930,(r)) (H10,357.967,(c)) (sextile,2.25')\n(Venus,297.927,(c)) (H10,357.967,(c)) (sextile,2.40')\n(Uranus,317.391,(c)) (H1,77.292,(c)) (trine,5.94')", "(Sun,16.293,(p)) (H3,196.116,(p)) (opposition,10.60')", "(Mean_Node,121.333,(r)) (H1,121.429,(p)) (conjunction,5.72')\n(Sun,16.377,(p)) (H3,196.206,(p)) (opposition,10.23')", "(Sun,16.379,(p)) (H3,196.209,(p)) (opposition,10.22')", 22]
['2000-03-11 14:09:04', "(Sun,0.293,(p)) (H4,240.270,(p)) (trine,1.37')", '1', '2', "(Jupiter,32.264,(c)) (POF,32.416,(c)) (conjunction,9.14')", '4', '5', '6', "(Mercury,339.337,(p)) (H3,219.169,(p)) (trine,10.05')\n(H1,128.110,(r)) (Venus,308.043,(c)) (opposition,4.03')", "(Mars,21.517,(r)) (H1,111.700,(c)) (square,10.96')", "(Mercury,340.920,(p)) (H3,220.778,(p)) (trine,8.55')\n(Sun,333.747,(c)) (POF,333.659,(c)) (conjunction,5.28')", '10', "(Mercury,341.357,(p)) (H3,221.199,(p)) (trine,9.47')", '12', '13', '14', '15', '16', '17', "(Moon,12.834,(p)) (H10,73.154,(p)) (sextile,19.19')", "(Sun,351.311,(r)) (POF,171.187,(p)) (opposition,7.48')", "(Moon,85.509,(c)) (H3,175.205,(c)) (square,18.18')", '21', 11]
['2000-03-11 11:33:52', '0', '1', "(Uranus,318.707,(r)) (POF,318.570,(p)) (conjunction,8.21')\n(Uranus,318.707,(r)) (H1,78.766,(c)) (trine,3.52')", "(Sun,351.204,(r)) (H9,351.323,(p)) (conjunction,7.19')\n(H10,11.901,(r)) (Venus,311.765,(c)) (sextile,8.16')\n(Uranus,318.025,(c)) (H1,78.126,(c)) (trine,6.08')", '4', "(H3,157.849,(r)) (Jupiter,37.731,(p)) (trine,7.11')", '6', "(Venus,327.527,(r)) (H10,27.399,(p)) (sextile,7.66')", "(POF,155.101,(r)) (Sun,334.949,(c)) (opposition,9.08')\n(H8,301.940,(r)) (Moon,212.402,(c)) (square,27.74')", '9', '10', '11', "(Pluto,252.897,(r)) (H1,72.766,(c)) (opposition,7.90')\n(Pluto,252.748,(c)) (H1,72.766,(c)) (opposition,1.06')", '13', '14', "(Moon,135.648,(c)) (H3,135.245,(c)) (conjunction,24.18')", "(Mercury,333.380,(r)) (H10,33.426,(p)) (sextile,2.75')\n(Mean_Node,121.335,(r)) (H9,1.405,(p)) (trine,4.24')\n(Moon,130.001,(c)) (H1,70.248,(c)) (sextile,14.81')", "(Saturn,43.338,(r)) (H3,133.179,(c)) (square,9.52')", '18', '19', "(Neptune,306.283,(p)) (H10,36.414,(p)) (square,7.85')", "(Sun,351.204,(r)) (H1,111.051,(p)) (trine,9.18')", 18]
['2000-03-11 10:49:43', "(Jupiter,34.738,(r)) (H3,154.652,(p)) (trine,5.15')\n(Venus,316.341,(c)) (H3,136.386,(c)) (opposition,2.70')", '1', '2', "(Mercury,344.221,(c)) (POF,344.273,(c)) (conjunction,3.12')", '4', '5', '6', '7', '8', "(Mercury,333.391,(r)) (H1,93.286,(p)) (trine,6.35')", '10', "(Uranus,318.705,(r)) (POF,18.644,(p)) (sextile,3.69')", '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', 5]
['2000-03-11 10:03:43', "(Uranus,319.148,(p)) (POF,258.998,(p)) (sextile,8.99')", "(H9,313.029,(r)) (Venus,312.942,(c)) (conjunction,5.22')\n(Mean_Node,121.960,(c)) (H9,301.817,(c)) (opposition,8.58')", '2', "(Jupiter,34.731,(r)) (H10,334.628,(c)) (sextile,6.22')", "(Moon,56.673,(r)) (H12,56.589,(p)) (conjunction,5.00')", "(Mean_Node,121.338,(r)) (H4,181.268,(p)) (sextile,4.21')\n(Mercury,333.403,(r)) (H4,153.353,(c)) (opposition,3.03')", "(Moon,261.232,(p)) (H1,80.914,(p)) (opposition,19.05')\n(Moon,56.673,(r)) (H1,56.519,(c)) (conjunction,9.23')", "(Moon,269.150,(p)) (H3,148.712,(p)) (trine,26.25')\n(Jupiter,31.659,(c)) (H10,331.515,(c)) (sextile,8.67')", '8', '9', '10', "(H7,248.753,(r)) (Moon,189.019,(c)) (sextile,15.97')", "(H10,347.333,(r)) (Mercury,347.170,(c)) (conjunction,9.78')", "(Saturn,45.557,(p)) (POF,45.522,(p)) (conjunction,2.06')", "(Saturn,43.332,(r)) (POF,223.500,(c)) (opposition,10.06')", "(Jupiter,34.731,(r)) (H3,154.785,(p)) (trine,3.22')\n(Sun,351.141,(r)) (H1,51.076,(c)) (sextile,3.93')\n(POF,134.284,(r)) (Moon,134.737,(c)) (conjunction,27.18')", "(H9,313.029,(r)) (Sun,13.170,(p)) (sextile,8.45')\n(H1,68.753,(r)) (Moon,129.087,(c)) (sextile,20.09')", '17', '18', '19', '20', "(Moon,29.717,(p)) (H1,89.260,(p)) (sextile,27.42')", 21]
['2000-03-11 07:56:31', '0', '1', "(H1,41.218,(r)) (Moon,220.821,(p)) (opposition,23.81')", '3', '4', "(Mean_Node,121.343,(r)) (H4,121.163,(c)) (conjunction,10.81')", '6', "(Moon,55.436,(r)) (H3,115.374,(p)) (sextile,3.73')", '8', "(H10,313.995,(r)) (Moon,193.558,(c)) (trine,26.27')", '10', "(Moon,55.436,(r)) (H7,235.372,(p)) (opposition,3.85')\n(H7,221.218,(r)) (Mercury,341.094,(p)) (trine,7.47')\n(Mean_Node,121.343,(r)) (POF,241.288,(c)) (trine,3.29')", '12', '13', '14', '15', "(Jupiter,34.713,(r)) (H10,334.873,(p)) (sextile,9.57')", "(Mars,21.325,(r)) (H1,21.480,(c)) (conjunction,9.29')", "(H1,41.218,(r)) (Moon,101.719,(c)) (sextile,30.03')\n(H3,101.483,(r)) (Moon,101.719,(c)) (conjunction,14.15')", "(Sun,351.053,(r)) (H10,290.894,(c)) (sextile,9.54')", "(H1,41.218,(r)) (Saturn,41.332,(c)) (conjunction,6.81')", '21', 13]
['2000-03-11 07:37:11', '0', "(H1,36.996,(r)) (Moon,217.528,(p)) (opposition,31.95')\n(Venus,327.324,(r)) (H1,27.417,(c)) (sextile,5.59')\n(Venus,312.816,(c)) (POF,312.772,(c)) (conjunction,2.63')", "(Venus,327.324,(r)) (H1,27.212,(c)) (sextile,6.69')", '3', '4', "(H3,96.958,(r)) (Sun,336.973,(c)) (trine,0.88')\n(H7,216.996,(r)) (Sun,336.973,(c)) (trine,1.36')", '6', '7', '8', "(Sun,351.040,(r)) (H1,50.858,(p)) (sextile,10.90')", '10', "(Moon,292.402,(p)) (H3,112.479,(p)) (opposition,4.63')", "(Mars,21.315,(r)) (H1,21.151,(c)) (conjunction,9.83')\n(H9,276.958,(r)) (Mars,6.900,(c)) (square,3.52')", "(H7,216.996,(r)) (Mars,36.825,(p)) (opposition,10.26')", "(H1,36.996,(r)) (Mars,37.014,(p)) (conjunction,1.09')", "(Venus,354.270,(p)) (H1,54.236,(p)) (sextile,2.04')", "(Uranus,318.698,(r)) (H1,18.575,(c)) (sextile,7.42')", "(Mean_Node,121.343,(r)) (H12,31.520,(p)) (square,10.59')\n(H3,96.958,(r)) (Moon,6.971,(p)) (square,0.75')", "(H10,309.181,(r)) (Moon,9.105,(p)) (sextile,4.55')\n(POF,101.204,(r)) (Moon,101.523,(c)) (conjunction,19.12')", '19', '20', '21', 18]
['2000-03-11 09:00:31', "(POF,120.049,(r)) (Sun,0.080,(p)) (trine,1.90')", "(Venus,341.898,(p)) (H10,341.820,(p)) (conjunction,4.68')", "(Venus,342.203,(p)) (H10,342.061,(p)) (conjunction,8.50')", '3', '4', '5', '6', '7', "(Saturn,41.951,(c)) (H1,42.009,(c)) (conjunction,3.51')", "(Moon,287.985,(p)) (H10,347.483,(p)) (sextile,30.11')\n(Moon,194.147,(c)) (H10,313.665,(c)) (trine,28.95')", '10', '11', '12', '13', '14', '15', "(POF,120.049,(r)) (Venus,299.968,(c)) (opposition,4.86')\n(H10,330.436,(r)) (Jupiter,30.543,(c)) (sextile,6.43')", '17', "(H3,116.901,(r)) (Venus,357.028,(p)) (trine,7.63')", '19', '20', '21', 9]
